model;year;price;Transmission;mileage;fuelType;engineSize
TataTiagoXZ1.2;2018;516399;MANUAL;14882;Petrol;1
MarutiRitzVXIBS;2012;305225;MANUAL;44714;Petrol;1
MarutiVitaraBrezza;2016;668499;MANUAL;83813;Diesel;1
Hyundaii10SPORTZ1.2;2011;244399;MANUAL;71697;Petrol;1
Hyundaii10SPORTZ1.2;2012;200299;MANUAL;95298;Petrol;1
ToyotaEtios;2012;294840;MANUAL;156503;Diesel;1
MarutiSwiftDzireVXI1.2BS;2015;478399;MANUAL;66584;Petrol;1
HyundaiVernaFLUIDIC1.6SXVTVTOPT;2013;444499;AUTOMATIC;71879;Petrol;1
VolkswagenPoloHIGHLINE1.2L;2013;376214;MANUAL;38905;Petrol;1
Hyundaii20MAGNAO;2013;376799;MANUAL;29122;Petrol;1
MarutiAltoK10;2017;349199;MANUAL;5064;Petrol;1
MarutiSwift;2013;293619;MANUAL;72692;Petrol;1
MarutiCelerio;2014;336099;MANUAL;23737;Petrol;1
DatsunRediGoT;2016;195399;MANUAL;37538;Petrol;1
MarutiSwiftVXI;2016;565599;MANUAL;36385;Petrol;1
HondaCitySMT;2009;232799;MANUAL;134918;Petrol;1
ToyotaCorollaAltisVL;2008;210899;AUTOMATIC;150651;Petrol + CNG;1
MarutiRitz;2010;335999;MANUAL;67560;Petrol;1
MarutiErtiga;2013;481499;MANUAL;167408;Diesel;1
MarutiWagonR1.0VXI;2015;399899;AUTOMATIC;22900;Petrol;1
MarutiRitz;2010;220099;MANUAL;53689;Petrol;1
MarutiSwiftDzireVXI;2014;465999;AUTOMATIC;32732;Petrol;1
MarutiZenEstilo;2012;177409;MANUAL;43357;Petrol;1
MarutiSwiftDzireVXI1.2BS;2014;440099;MANUAL;58410;Petrol;1
MarutiSwift;2011;434599;MANUAL;103268;Diesel;1
RenaultDuster85PS;2013;435499;MANUAL;94268;Diesel;1
MarutiRitz;2013;293999;MANUAL;76553;Diesel;1
HyundaiGrandi10ASTA1.2AT;2015;633180;AUTOMATIC;23738;Petrol;1
Hyundaii20SPORTZO1.4;2012;243299;MANUAL;118130;Diesel;1
MarutiCelerio;2015;283799;MANUAL;73484;Diesel;1
MarutiAltoK10;2011;209099;MANUAL;85649;Petrol;1
MarutiVitaraBrezza;2018;828099;MANUAL;26212;Diesel;1
Hyundaii20ASTA;2011;301599;MANUAL;40583;Petrol;1
MarutiRitzVXI;2010;237193;MANUAL;95950;Petrol;1
MarutiBalenoZETA1.2K12;2016;683999;AUTOMATIC;16491;Petrol;1
FordEcosport1.5TITANIUMTIVCT;2017;738399;AUTOMATIC;33932;Petrol;1
MarutiSwift;2013;338699;MANUAL;81690;Petrol;1
Hyundaii20SPORTZ1.2;2012;376899;MANUAL;31613;Petrol;1
MarutiAltoK10;2017;369799;MANUAL;19279;Petrol;1
MarutiBalenoDELTA1.2;2017;497699;MANUAL;108048;Petrol + CNG;1
Hyundaii20MAGNAO;2013;295999;MANUAL;31541;Petrol;1
Hyundaii20MAGNAO1.4;2011;270999;MANUAL;114818;Diesel;1
HyundaiAccentEXECUTIVE;2010;113799;MANUAL;82633;Petrol;1
HondaAmaze1.5EXMTI;2013;238899;MANUAL;154964;Diesel;1
MarutiAlto800;2018;349499;MANUAL;42143;Petrol;1
MarutiSwiftDzireVDIBS;2013;500899;MANUAL;74080;Diesel;1
MarutiCelerio;2018;556099;MANUAL;13566;Petrol;1
HyundaiVernaFLUIDIC1.6SX;2012;381199;MANUAL;82252;Diesel;1
MarutiSwiftDzireVDIBS;2012;334499;MANUAL;105445;Diesel;1
DatsunGo;2014;175030;MANUAL;75141;Petrol;1
MarutiBalenoZETA1.2K12;2017;674399;AUTOMATIC;49342;Petrol;1
HondaCitySMT;2012;486416;MANUAL;49305;Petrol;1
ToyotaFortuner3.0MT;2012;1091499;MANUAL;128749;Diesel;1
ToyotaEtiosLiva;2012;311199;MANUAL;68582;Diesel;1
FordFigoAspire1.5TITANIUM;2016;390500;MANUAL;95991;Diesel;1
MarutiWagonR1.0;2016;376699;MANUAL;48347;Petrol;1
MahindraXUV500W8;2014;722699;MANUAL;60070;Diesel;1
MarutiWagonR1.0LXI;2015;329599;MANUAL;157328;Petrol + CNG;1
Hyundaii10MAGNA1.1;2013;269299;MANUAL;72917;Petrol + CNG;1
MarutiSwiftDzireLDIBS;2012;318999;MANUAL;67776;Diesel;1
HondaCitySVMT;2014;389099;MANUAL;107208;Diesel;1
MarutiAlto800;2014;266799;MANUAL;42845;Petrol;1
RenaultKwidRXT;2018;339100;MANUAL;34303;Petrol;1
MarutiSwift;2018;617699;MANUAL;2540;Petrol;1
MarutiSwiftDzireVXIRegalLimited;2013;469299;KA05;53148;Petrol;1
Hyundaii10ERA1.1;2012;257499;MANUAL;54638;Petrol + CNG;1
HondaBrio1.2EMTI;2014;257099;MANUAL;81019;Petrol;1
Hyundaii10SPORTZ;2009;161199;MANUAL;124112;Petrol;1
MarutiSwift;2016;460899;MANUAL;21737;Petrol;1
MarutiOMNIE8;2014;216038;KA02;89196;Petrol;1
HyundaiVernaFLUIDIC1.6SX;2012;353499;MANUAL;64030;Diesel;1
MarutiCiazZDI+;2016;616899;MANUAL;90097;Diesel;1
MarutiSwiftDzireVDIBS;2012;330899;MANUAL;127042;Diesel;1
MarutiIGNISZETA1.2K12;2017;484199;AUTOMATIC;34363;Petrol;1
ToyotaCorollaAltisD4D;2011;288299;MANUAL;97179;Diesel;1
MarutiAlto800;2014;221299;MANUAL;84084;Petrol;1
MarutiVitaraBrezzaVDI;2018;760699;MANUAL;114832;Diesel;1
MarutiBalenoZETADDIS;2015;519799;MANUAL;76945;Diesel;1
HondaAmaze1.5SMTI;2013;401699;MANUAL;85851;Diesel;1
HondaWR-V1.2i-VTECVX;2017;678908;MANUAL;22325;Petrol;1
MarutiSwiftDzireLDIBS;2013;344698;MANUAL;67411;Diesel;1
Hyundaii10MAGNA1.2;2012;238499;MANUAL;45422;Petrol;1
MahindraKuv100K46;2016;369099;MANUAL;43945;Petrol;1
MarutiIGNISZETA1.2K12;2017;533799;AUTOMATIC;22437;Petrol;1
HyundaiElitei20MAGNA;2016;446799;MANUAL;54008;Petrol;1
MarutiAltoK10;2017;335399;MANUAL;41493;Petrol;1
ToyotaEtiosLivaV;2016;538399;MANUAL;33185;Petrol;1
VolkswagenVentoTRENDLINE;2011;308799;MANUAL;34203;Petrol;1
Hyundaii20SPORTZ1.4;2012;271799;MANUAL;117093;Diesel;1
MarutiAlto;2012;268799;MANUAL;10260;Petrol;1
VolkswagenVentoHIGHLINE;2012;391199;MANUAL;52751;Diesel;1
MarutiAltoK10;2017;336299;MANUAL;37328;Petrol;1
Hyundaii10MAGNA1.2;2012;339599;MANUAL;49942;Petrol;1
MarutiBalenoALPHA1.2;2016;588999;MANUAL;16317;Petrol;1
ToyotaEtios;2011;264899;MANUAL;156589;Petrol;1
ToyotaInnovaCrysta2.4GX7;2017;1395599;MANUAL;64712;Diesel;1
MarutiSwiftVDI;2014;354299;MANUAL;83301;Diesel;1
MarutiBalenoALPHA1.2;2017;666999;MANUAL;26704;Petrol;1
VolkswagenVentoHIGHLINE;2013;412899;MANUAL;95866;Diesel;1
MarutiSwiftDzire;2012;552899;MANUAL;44090;Diesel;1
TataIndicaVistaVX;2011;153999;MANUAL;44411;Diesel;1
SkodaRapidELEGANCE1.6TDI;2012;411499;MANUAL;120240;Diesel;1
MarutiSwift;2013;426799;MANUAL;99401;Diesel;1
ToyotaCorollaHE1.8;2007;151406;MANUAL;110801;Petrol;1
MarutiSwiftDzire;2010;212699;MANUAL;158746;Petrol + CNG;1
HondaAmaze1.5EMTI;2013;254599;MANUAL;98889;Diesel;1
HondaCityV;2010;345199;AUTOMATIC;92309;Petrol;1
MarutiSwiftDzireVDIBS;2012;449699;MANUAL;58147;Diesel;1
MarutiAlto800;2019;382227;MANUAL;34886;Petrol;1
HondaBrio1.2SMTI;2013;275599;MANUAL;64034;Petrol;1
RenaultKwid;2015;249599;MANUAL;50243;Petrol;1
MahindraXUV500W6;2017;1152941;MANUAL;45848;Diesel;1
MarutiSwiftDzire;2013;563199;MANUAL;30011;Diesel;1
MarutiAltoK10;2011;208499;MANUAL;53535;Petrol;1
ToyotaCorollaAltisJ;2014;684399;MANUAL;41529;Petrol;1
ToyotaEtios;2011;324499;MANUAL;76993;Diesel;1
MarutiAlto800;2018;285899;MANUAL;27886;Petrol;1
MarutiVitaraBrezza;2017;706099;MANUAL;51514;Diesel;1
Hyundaii10SPORTZ1.2;2011;394099;MANUAL;20239;Petrol;1
FordEcosport1.5TITANIUM;2014;451399;MANUAL;90501;Diesel;1
MarutiWagonRDuoLXI;2008;223499;MANUAL;127978;Petrol + LPG;1
MarutiAlto800;2019;335499;MANUAL;4324;Petrol;1
MarutiSwiftVDI;2015;425299;MANUAL;54409;Diesel;1
MarutiSwiftZXI;2018;694799;AUTOMATIC;39712;Petrol;1
BMWX1SDRIVE;2011;792499;AUTOMATIC;166437;Diesel;1
MarutiEeco5STRCNGWITHAC;2018;295599;MANUAL;39608;Petrol + CNG;1
VolkswagenVentoHIGHLINE;2011;301799;MANUAL;43725;Petrol;1
MarutiAltoK10;2012;239642;MANUAL;81759;Petrol;1
Hyundaii10MAGNA;2010;240099;MANUAL;44618;Petrol;1
MarutiAlto800;2016;277499;MANUAL;12210;Petrol;1
MahindraXUV500W10;2016;1023399;AUTOMATIC;44187;Diesel;1
MarutiAltoK10;2012;212599;MANUAL;63678;Petrol;1
Hyundaii20MAGNAO;2010;265599;MANUAL;125936;Petrol;1
FordFigo1.2TITANIUM;2010;273999;MANUAL;62392;Petrol;1
HyundaiEonERA;2015;255899;MANUAL;28690;Petrol;1
MarutiSwift;2011;241699;MANUAL;81162;Diesel;1
HyundaiCreta1.6;2015;753299;MANUAL;45457;Petrol;1
MarutiAltoK10;2015;336265;MANUAL;15355;Petrol;1
HyundaiGrandi10ASTA1.2KAPPA;2015;445899;MANUAL;10864;Petrol;1
FordEcosport1.5TITANIUMTIVCT;2014;548899;AUTOMATIC;76473;Petrol;1
MarutiWagonR1.0;2012;260899;MANUAL;41270;Petrol;1
MarutiCelerioZXIOPT;2016;372101;AUTOMATIC;19577;Petrol;1
HyundaiGrandi10SPORTZ1.1;2014;306399;MANUAL;126199;Diesel;1
HyundaiCreta1.6;2015;857299;MANUAL;58647;Petrol;1
MarutiAlto;2010;157899;MANUAL;70239;Petrol;1
HyundaiVernaFLUIDIC1.6SX;2013;349499;MANUAL;69555;Diesel;1
MarutiVitaraBrezza;2019;976799;MANUAL;4691;Diesel;1
HondaCitySMT;2008;257879;MANUAL;71388;Petrol;1
Hyundaii10MAGNA1.2;2012;213799;MANUAL;130420;Petrol + CNG;1
Hyundaii20SPORTZ1.2;2012;434599;MANUAL;83304;Petrol;1
MarutiVitaraBrezzaZDI;2018;921299;AUTOMATIC;37344;Diesel;1
MarutiSwift;2013;446999;MANUAL;96449;Diesel;1
Hyundaii10MAGNA;2009;126017;MANUAL;105322;Petrol;1
MarutiAlto;2008;83399;MANUAL;123701;Petrol;1
HondaAmaze1.5VXMTI;2018;565799;MANUAL;47332;Diesel;1
MarutiSwiftDzireVDIBS;2014;471999;MANUAL;67459;Diesel;1
ToyotaEtiosLiva;2013;326399;MANUAL;110645;Diesel;1
Hyundaii10MAGNA1.1;2013;276499;MANUAL;18304;Petrol;1
Hyundaii20ASTA;2010;247399;MANUAL;83427;Petrol;1
MarutiWagonR1.0LXI;2012;197576;MANUAL;128231;Petrol + CNG;1
MarutiSwiftDzireVXI1.2BS;2012;340499;MANUAL;59403;Petrol;1
FordFigoAspire1.2AMBIENTE;2017;451399;MANUAL;26490;Petrol;1
MarutiVitaraBrezza;2017;809099;MANUAL;27711;Diesel;1
Hyundaii20ASTA;2009;233099;MANUAL;59533;Petrol;1
MarutiSwiftDzireVDIBS;2012;469199;MANUAL;73926;Diesel;1
ToyotaEtiosCROSS;2015;396099;MANUAL;110780;Diesel;1
ToyotaCorollaAltis1.8;2010;270999;MH02;155611;Petrol;1
MarutiSwiftDzireVDIBS;2012;332299;MANUAL;86747;Diesel;1
HyundaiGrandi10SPORTS1.2;2015;401499;MANUAL;28971;Petrol;1
HondaAmaze1.2SMTI;2016;464679;MANUAL;19568;Petrol;1
MarutiWagonR1.0LXI;2016;392599;MANUAL;73290;Petrol + CNG;1
HondaCitySVMT;2019;1007106;MANUAL;10750;Petrol;1
MarutiSwift;2009;256599;MANUAL;194924;Diesel;1
MarutiWagonR1.0LXI;2013;245599;MANUAL;101082;Petrol + CNG;1
MarutiSwift;2014;506399;MANUAL;32490;Petrol;1
MarutiWagonR1.0;2018;453099;MANUAL;3814;Petrol;1
HyundaiGrandi10MAGNA1.2KAPPA;2017;461199;MANUAL;10968;Petrol;1
HyundaiGrandi10SPORTS1.2;2016;438999;MANUAL;15085;Petrol;1
MarutiAltoK10;2017;343899;MANUAL;36929;Petrol;1
MahindraXUV500W10;2016;941199;MH43;105691;Diesel;1
HyundaiSantroXingGL;2011;259199;MANUAL;69727;Petrol;1
HyundaiGrandi10SPORTS1.2;2016;455699;MANUAL;6049;Petrol;1
VolkswagenPoloHIGHLINE1.2L;2013;331599;MANUAL;53505;Petrol;1
MarutiVitaraBrezza;2018;820199;MANUAL;33070;Diesel;1
MarutiSwiftDzireLXI1.2BS;2011;236599;MANUAL;80333;Petrol;1
HondaCityZX;2006;103199;MANUAL;80231;Petrol;1
MarutiRitz;2013;288799;MANUAL;125525;Diesel;1
MahindraTharCRDE4X4BS;2014;541799;MANUAL;41038;Diesel;1
MarutiWagonR1.0LXI;2017;395511;MANUAL;28608;Petrol + CNG;1
FiatGrandPuntoDYNAMIC;2012;260199;MANUAL;147730;Diesel;1
HondaAmaze1.5EXMTI;2013;239399;MANUAL;172802;Diesel;1
MarutiCiazZXI;2015;550799;MH02;82206;Petrol;1
HyundaiEon;2011;242899;MANUAL;77484;Petrol;1
MarutiSwift;2015;434899;MANUAL;71157;Petrol;1
MarutiCiaz;2014;519799;MANUAL;69308;Petrol;1
MarutiZenEstilo;2009;121199;MANUAL;63798;Petrol;1
HyundaiGrandi10SPORTZ(O)1.2AT;2018;574599;TN12;18363;Petrol;1
MarutiSwiftLXI;2016;420499;MANUAL;46237;Petrol + CNG;1
HyundaiElitei20ASTA1.4;2015;521699;MANUAL;93960;Diesel;1
MarutiAltoK10;2013;189969;MANUAL;98722;Petrol;1
HyundaiElitei20ASTA1.4;2015;548999;MANUAL;75255;Diesel;1
MahindraXUV500W6;2012;412999;MANUAL;124398;Diesel;1
HondaCityZX1.5;2007;176091;DL4C;145153;Petrol;1
FordFigo1.2EXI;2011;189199;MANUAL;46292;Petrol;1
MarutiSwiftDzireVDIBS;2012;311500;MANUAL;48390;Diesel;1
ToyotaEtios;2011;269099;MANUAL;110868;Petrol + CNG;1
MarutiBalenoSIGMA1.2;2017;451199;MANUAL;59690;Petrol;1
HyundaiVernaFLUIDIC1.6SXCRDI;2013;501899;MANUAL;57243;Diesel;1
HondaJazz1.2V;2016;619199;AUTOMATIC;34345;Petrol;1
HondaCityVMT;2009;241099;MANUAL;53059;Petrol;1
HyundaiVernaFLUIDIC1.6SXCRDI;2012;430399;MANUAL;107240;Diesel;1
MarutiAltoK10;2018;345399;MANUAL;9108;Petrol;1
MarutiAlto800;2018;301499;MANUAL;19748;Petrol;1
MarutiCiazVDI+;2016;595199;MANUAL;59054;Diesel;1
MarutiSwiftVDI;2015;424199;MANUAL;27735;Diesel;1
TataNanoTWIST;2015;158199;AUTOMATIC;33476;Petrol;1
MarutiSwiftDzireVXI1.2BS;2015;456099;MANUAL;43160;Petrol;1
VolkswagenVentoTRENDLINE;2010;263799;MANUAL;42013;Petrol;1
JeepCompass2.0LIMITED;2017;1393799;MH12;67379;Diesel;1
MarutiWagonR1.0;2010;229599;MANUAL;29699;Petrol;1
NissanMicraXEPLUS;2010;138199;MANUAL;65120;Petrol;1
MarutiAltoK10;2010;175599;MANUAL;41190;Petrol;1
MarutiDzire;2017;602799;MANUAL;12177;Petrol;1
HyundaiGrandi10MAGNA1.2KAPPA;2014;375699;MANUAL;27492;Petrol;1
Hyundaii10ERA1.1;2013;231699;MANUAL;56807;Petrol;1
HyundaiVernaFLUIDIC1.6SXCRDI;2013;453300;MANUAL;71426;Diesel;1
Hyundaii10SPORTZ1.2;2011;318599;MANUAL;68764;Petrol;1
HondaBrio1.2SMTI;2014;311299;MANUAL;45701;Petrol;1
MahindraTharCRDE4X4BS;2019;874899;MANUAL;10003;Diesel;1
ToyotaInnova2.5V;2011;509899;MANUAL;131152;Diesel;1
RenaultKwid1.0RXT;2017;301999;MANUAL;18463;Petrol;1
HondaCitySMT;2009;286499;MANUAL;71447;Petrol + CNG;1
RenaultDuster85PS;2013;358999;MANUAL;163575;Diesel;1
HyundaiElitei20ASTA1.4;2014;427500;MANUAL;97454;Diesel;1
MarutiSwiftDzireLXI1.2BS;2011;224199;MANUAL;72329;Petrol;1
FordEcosport1.5TRENDTI;2019;1001799;MANUAL;4400;Petrol;1
MarutiSX4;2010;195599;MANUAL;75099;Petrol;1
MarutiWagonR1.0;2016;409699;MANUAL;45170;Petrol;1
Hyundaii20MAGNA1.2;2010;212699;MANUAL;66476;Petrol;1
TataNanoTWIST;2015;185699;AUTOMATIC;27827;Petrol;1
MarutiWagonR1.0;2012;281099;MANUAL;51339;Petrol;1
MarutiWagonR;2009;266299;MANUAL;43468;Petrol;1
Hyundaii10ERA1.1;2010;187407;MANUAL;90962;Petrol + CNG;1
Hyundaii20SPORTZ1.2;2012;308599;MANUAL;71622;Petrol;1
Hyundaii10MAGNA;2009;274199;MANUAL;40517;Petrol;1
MarutiSwift;2013;364799;MANUAL;79019;Diesel;1
MarutiCelerioVXI;2016;425699;AUTOMATIC;23893;Petrol;1
MarutiCelerioVXI;2014;355899;AUTOMATIC;11192;Petrol;1
HyundaiGrandi10SPORTS1.2;2017;403594;MANUAL;50746;Petrol;1
MarutiWagonR1.0;2015;353699;MANUAL;27767;Petrol;1
MarutiWagonR1.0;2011;342299;MANUAL;33829;Petrol;1
HondaJazz1.2BASEI;2011;244899;MANUAL;62664;Petrol;1
Hyundaii20SPORTZ1.4;2013;414299;MANUAL;81363;Diesel;1
HondaCityVMT;2012;424399;MANUAL;48146;Petrol;1
MarutiBalenoZETA1.2;2015;523699;MANUAL;19726;Petrol;1
MarutiEeco5STRCNGWITHAC;2017;312899;MANUAL;100534;Petrol + CNG;1
MarutiSwift;2018;597799;MANUAL;50244;Petrol;1
MarutiErtigaVDI;2015;746299;MANUAL;79746;Diesel;1
Hyundaii10SPORTZ;2009;352699;MANUAL;35925;Petrol;1
MarutiErtigaVDI;2012;370399;MANUAL;171976;Diesel;1
Hyundaii20SPORTZ1.2;2011;292921;MANUAL;41952;Petrol;1
MarutiAltoK10;2014;258899;MANUAL;40798;Petrol;1
TataTiagoXZ1.2;2017;472599;MANUAL;37363;Petrol;1
VolkswagenPoloHIGHLINE1.2L;2013;372699;MANUAL;63934;Diesel;1
MarutiSwift;2014;403099;MANUAL;54695;Petrol;1
Hyundaii10SPORTZ;2009;242899;MANUAL;97694;Petrol;1
ToyotaEtios;2012;303899;MANUAL;130929;Diesel;1
MarutiAltoK10;2011;147299;MANUAL;63663;Petrol;1
MarutiEeco5STRCNGWITHAC;2019;396599;MANUAL;21297;Petrol + CNG;1
MarutiSwiftLDIBS;2010;225999;MANUAL;104867;Diesel;1
MarutiRitz;2014;253299;MANUAL;69662;Diesel;1
HyundaiElitei20MagnaExecutive;2018;643499;MANUAL;65667;Diesel;1
MarutiBalenoSIGMA1.2;2018;574925;MANUAL;20433;Petrol;1
MarutiAStar;2008;213299;MANUAL;40253;Petrol;1
MarutiAltoK10;2013;166099;MANUAL;80916;Petrol;1
MarutiBalenoDELTA1.2;2015;527699;MANUAL;14828;Petrol;1
MarutiAltoK10;2012;174299;MANUAL;102508;Petrol;1
HyundaiCreta1.6CRDISXPLUS;2018;1145699;AUTOMATIC;78027;Diesel;1
HyundaiVernaFLUIDIC1.6SX;2014;582699;MANUAL;53901;Petrol;1
FordEcosport1.5TITANIUMTIVCT;2016;681799;AUTOMATIC;10009;Petrol;1
MarutiSwiftVDI;2017;499199;MANUAL;33360;Diesel;1
Hyundaii20ASTA;2009;211199;MANUAL;82508;Petrol;1
ToyotaInnova2.5GX8STRBS;2012;534899;MANUAL;78059;Diesel;1
Hyundaii10SPORTZ1.2AT;2013;332699;AUTOMATIC;67856;Petrol;1
MarutiSwift;2014;365699;MANUAL;104448;Petrol + CNG;1
MarutiWagonR1.0;2010;180499;MANUAL;51116;Petrol;1
Hyundaii10MAGNA1.2;2011;231299;MANUAL;58188;Petrol;1
MarutiEeco7;2016;360599;MANUAL;54919;Petrol;1
HyundaiElitei20SPORTZ;2017;520399;MANUAL;52042;Diesel;1
VolkswagenJettaCOMFORTLINE2.0L;2013;571991;MANUAL;72980;Diesel;1
HondaJazz1.2BASEI;2011;405499;MANUAL;50556;Petrol;1
MarutiAlto800;2019;339799;MANUAL;20321;Petrol;1
Hyundaii20SPORTZ1.2;2013;373199;MANUAL;49947;Petrol;1
NissanSunnyXV;2012;229899;MANUAL;63798;Diesel;1
HyundaiVernaFLUIDIC1.6SX;2012;428199;MANUAL;69753;Diesel;1
MarutiAlto;2010;155599;MANUAL;81798;Petrol + CNG;1
MarutiAlto;2009;159299;MANUAL;63454;Petrol;1
MarutiCelerioZXIOPT;2017;525699;AUTOMATIC;30000;Petrol;1
MarutiWagonR1.0LXI;2011;201199;MANUAL;100662;Petrol + CNG;1
MarutiEeco5STRWITHACPLUS;2016;267199;DL4C;81717;Petrol + CNG;1
MarutiSwiftDzireVXIRegalLimited;2013;503899;KA01;22236;Petrol;1
ToyotaCorollaAltis;2009;241899;MANUAL;83273;Petrol + CNG;1
MarutiCiazDELTA1.5SHVS;2018;819210;RJ45;38480;Petrol;1
HyundaiCreta1.6SX(O);2015;1031199;KA04;50518;Diesel;1
MarutiIGNISDELTA1.2;2017;472499;MANUAL;9550;Petrol;1
MarutiVitaraBrezzaVDI;2016;590999;MANUAL;68638;Diesel;1
MarutiWagonR1.0;2015;385999;MANUAL;45263;Petrol;1
MarutiSwift;2012;324099;MANUAL;100335;Petrol;1
HyundaiEonD;2011;212299;MANUAL;28016;Petrol;1
FordEcosport1.5AMBIENTE;2013;378899;MANUAL;87947;Diesel;1
MarutiAltoK10;2015;304299;MANUAL;33639;Petrol;1
